Category,Dictonary_Name,Parameter,Name,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,Summed PFAS,Incoming Summed PFAS concentration,30,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFOA,Incoming PFOA concentration,0,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFOS,Incoming PFOS concentration,0,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFAS#4,Incoming PFAS#4 concentration,0,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFAS#5,Incoming PFAS#5 concentration,0,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFAS#6,Incoming PFAS#6 concentration,0,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFAS#7,Incoming PFAS#7 concentration,0,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFAS#8,Incoming PFAS#8 concentration,0,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFAS#9,Incoming PFAS#9 concentration,0,10e-6g/kg,,,,,,,,
Combustion Residuals PFAS Concentration,CombustionResiduals_PFAS,PFAS#10,Incoming PFAS#10 concentration,0,10e-6g/kg,,,,,,,,
LF Leachate,LFLeachate,density,Incoming density,1,kg/L,,,,,,,,
LF Leachate,LFLeachate,ts_cont,Incoming total solids content - wet,0.01,fraction wet weight,,,,,,,,
LF Leachate,LFLeachate,C_cont,Incoming organic C content - dry,0.5,fraction TS,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,Summed PFAS,Incoming Summed PFAS concentration,30,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFOA,Incoming PFOA concentration,0,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFOS,Incoming PFOS concentration,0,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFAS#4,Incoming PFAS#4 concentration,0,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFAS#5,Incoming PFAS#5 concentration,0,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFAS#6,Incoming PFAS#6 concentration,0,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFAS#7,Incoming PFAS#7 concentration,0,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFAS#8,Incoming PFAS#8 concentration,0,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFAS#9,Incoming PFAS#9 concentration,0,10e-6g/kg,,,,,,,,
LF Leachate PFAS Concentration,LFLeachate_PFAS,PFAS#10,Incoming PFAS#10 concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water,ContaminatedWater,density,Incoming density,1,kg/L,,,,,,,,
Contaminated Water,ContaminatedWater,ts_cont,Incoming total solids content - wet,0.01,fraction wet weight,,,,,,,,
Contaminated Water,ContaminatedWater,C_cont,Incoming organic C content - dry,0.5,fraction TS,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,Summed PFAS,Incoming Summed PFAS concentration,30,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFOA,Incoming PFOA concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFOS,Incoming PFOS concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFAS#4,Incoming PFAS#4 concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFAS#5,Incoming PFAS#5 concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFAS#6,Incoming PFAS#6 concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFAS#7,Incoming PFAS#7 concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFAS#8,Incoming PFAS#8 concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFAS#9,Incoming PFAS#9 concentration,0,10e-6g/kg,,,,,,,,
Contaminated Water PFAS Concentration,ContaminatedWater_PFAS,PFAS#10,Incoming PFAS#10 concentration,0,10e-6g/kg,,,,,,,,
WWT Solids,WWTSolids,bulk_dens,Incoming bulk density - wet,400,kg/m3,,,,,,,,
WWT Solids,WWTSolids,ts_cont,Incoming total solids content - wet,0.3,fraction wet weight,,,,,,,,
WWT Solids,WWTSolids,C_cont,Incoming organic C content - dry,0.5,fraction TS,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,Summed PFAS,Incoming Summed PFAS concentration,30,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFOA,Incoming PFOA concentration,0,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFOS,Incoming PFOS concentration,0,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFAS#4,Incoming PFAS#4 concentration,0,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFAS#5,Incoming PFAS#5 concentration,0,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFAS#6,Incoming PFAS#6 concentration,0,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFAS#7,Incoming PFAS#7 concentration,0,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFAS#8,Incoming PFAS#8 concentration,0,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFAS#9,Incoming PFAS#9 concentration,0,10e-6g/kg,,,,,,,,
WWT Solids PFAS Concentration,WWTSolids_PFAS,PFAS#10,Incoming PFAS#10 concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,bulk_dens,Incoming bulk density - wet,400,kg/m3,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,ts_cont,Incoming total solids content - wet,0.3,fraction wet weight,,,,,,,,
Dewatered WWT Solids,DewateredWWTSolids,C_cont,Incoming organic C content - dry,0.5,fraction TS,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,Summed PFAS,Incoming Summed PFAS concentration,30,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFOA,Incoming PFOA concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFOS,Incoming PFOS concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFAS#4,Incoming PFAS#4 concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFAS#5,Incoming PFAS#5 concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFAS#6,Incoming PFAS#6 concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFAS#7,Incoming PFAS#7 concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFAS#8,Incoming PFAS#8 concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFAS#9,Incoming PFAS#9 concentration,0,10e-6g/kg,,,,,,,,
Dewatered WWT Solids PFAS Concentration,DewateredWWTSolids_PFAS,PFAS#10,Incoming PFAS#10 concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids,DriedWWTSolids,bulk_dens,Incoming bulk density - wet,400,kg/m3,,,,,,,,
Dried WWT Solids,DriedWWTSolids,ts_cont,Incoming total solids content - wet,0.3,fraction wet weight,,,,,,,,
Dried WWT Solids,DriedWWTSolids,C_cont,Incoming organic C content - dry,0.5,fraction TS,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,Summed PFAS,Incoming Summed PFAS concentration,30,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFOA,Incoming PFOA concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFOS,Incoming PFOS concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFAS#4,Incoming PFAS#4 concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFAS#5,Incoming PFAS#5 concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFAS#6,Incoming PFAS#6 concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFAS#7,Incoming PFAS#7 concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFAS#8,Incoming PFAS#8 concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFAS#9,Incoming PFAS#9 concentration,0,10e-6g/kg,,,,,,,,
Dried WWT Solids PFAS Concentration,DriedWWTSolids_PFAS,PFAS#10,Incoming PFAS#10 concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids,RawWWTSolids,bulk_dens,Incoming bulk density - wet,400,kg/m3,,,,,,,,
Raw WWT Solids,RawWWTSolids,ts_cont,Incoming total solids content - wet,0.3,fraction wet weight,,,,,,,,
Raw WWT Solids,RawWWTSolids,C_cont,Incoming organic C content - dry,0.5,fraction TS,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,Summed PFAS,Incoming Summed PFAS concentration,30,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFOA,Incoming PFOA concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFOS,Incoming PFOS concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFAS#4,Incoming PFAS#4 concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFAS#5,Incoming PFAS#5 concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFAS#6,Incoming PFAS#6 concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFAS#7,Incoming PFAS#7 concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFAS#8,Incoming PFAS#8 concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFAS#9,Incoming PFAS#9 concentration,0,10e-6g/kg,,,,,,,,
Raw WWT Solids PFAS Concentration,RawWWTSolids_PFAS,PFAS#10,Incoming PFAS#10 concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent,WWTEffluent,density,Incoming density,1,kg/L,,,,,,,,
WWT Effluent,WWTEffluent,ts_cont,Incoming total solids content - wet,0.01,fraction wet weight,,,,,,,,
WWT Effluent,WWTEffluent,C_cont,Incoming organic C content - dry,0.5,fraction TS,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,Summed PFAS,Incoming Summed PFAS concentration,30,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFOA,Incoming PFOA concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFOS,Incoming PFOS concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFAS#4,Incoming PFAS#4 concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFAS#5,Incoming PFAS#5 concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFAS#6,Incoming PFAS#6 concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFAS#7,Incoming PFAS#7 concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFAS#8,Incoming PFAS#8 concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFAS#9,Incoming PFAS#9 concentration,0,10e-6g/kg,,,,,,,,
WWT Effluent PFAS Concentration,WWTEffluent_PFAS,PFAS#10,Incoming PFAS#10 concentration,0,10e-6g/kg,,,,,,,,
